v20defThreshold;v22defThreshold;v25defThreshold;Tot;OK;KO;PercentOK;Wilson95Lower;NoAUTot;NoAUOK;NoAUKO;NoAUPercentOK;NoAUWilson95Lower;Months;WorstMonthPercentOK;MonthsBelow70;Rank
60.0;68.0;72.0;586;445;141;75.94;72.3158;449;346;103;77.06;72.9513;2;72.78;0;2079
60.0;68.0;73.0;560;423;137;75.54;71.8092;429;329;100;76.69;72.4629;2;71.51;0;3138
60.0;68.0;74.0;534;406;128;76.03;72.2313;410;315;95;76.83;72.5075;2;71.69;0;2282
60.0;68.0;75.0;511;388;123;75.93;72.0381;392;300;92;76.53;72.0901;2;70.7;0;2738
60.0;68.0;76.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2512
60.0;68.0;77.0;442;339;103;76.7;72.5358;344;264;80;76.74;71.9993;2;71.64;0;1753
60.0;68.0;78.0;418;320;98;76.56;72.2631;330;255;75;77.27;72.4525;2;70.4;0;2224
60.0;68.0;79.0;383;293;90;76.5;72.0048;303;234;69;77.23;72.1821;2;70.34;0;2863
60.0;68.0;80.0;349;270;79;77.36;72.6893;277;214;63;77.26;71.9668;2;72.12;0;1663
60.0;68.0;81.0;313;243;70;77.64;72.7003;254;198;56;77.95;72.4589;2;73.4;0;1577
60.0;68.0;82.0;291;224;67;76.98;71.8062;239;184;55;76.99;71.2493;2;73.56;0;3154
60.0;68.0;83.0;251;192;59;76.49;70.8731;209;161;48;77.03;70.8737;2;73.53;0;5488
60.0;68.0;84.0;219;165;54;75.34;69.2296;186;141;45;75.81;69.1698;2;71.19;0;9515
60.0;68.0;85.0;192;145;47;75.52;68.9775;166;127;39;76.51;69.5022;2;70.37;0;9870
60.0;68.0;86.0;175;132;43;75.43;68.5491;154;117;37;75.97;68.6467;2;68.09;1;10446
60.0;68.0;87.0;154;116;38;75.32;67.9543;137;103;34;75.18;67.3287;2;65.85;1;11253
60.0;68.0;88.0;136;103;33;75.74;67.8881;124;93;31;75.0;66.7051;2;65.71;1;11415
60.0;68.0;89.0;119;90;29;75.63;67.1945;109;81;28;74.31;65.3804;2;64.52;1;12464
60.0;68.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;14844
60.0;69.0;60.0;655;486;169;74.2;70.7133;505;381;124;75.45;71.5087;2;71.07;0;6040
60.0;69.0;61.0;655;486;169;74.2;70.7133;505;381;124;75.45;71.5087;2;71.07;0;6041
60.0;69.0;62.0;655;486;169;74.2;70.7133;505;381;124;75.45;71.5087;2;71.07;0;6042
60.0;69.0;63.0;654;486;168;74.31;70.8281;504;381;123;75.6;71.6609;2;71.07;0;5667
60.0;69.0;64.0;654;486;168;74.31;70.8281;504;381;123;75.6;71.6609;2;71.07;0;5668
60.0;69.0;65.0;653;486;167;74.43;70.9433;503;381;122;75.75;71.8137;2;71.07;0;5193
60.0;69.0;66.0;652;486;166;74.54;71.0589;502;381;121;75.9;71.9672;2;71.43;0;4940
60.0;69.0;67.0;652;486;166;74.54;71.0589;502;381;121;75.9;71.9672;2;71.43;0;4941
60.0;69.0;68.0;652;486;166;74.54;71.0589;502;381;121;75.9;71.9672;2;71.43;0;4942
60.0;69.0;69.0;652;486;166;74.54;71.0589;502;381;121;75.9;71.9672;2;71.43;0;4943
60.0;69.0;70.0;633;476;157;75.2;71.6878;488;374;114;76.64;72.686;2;72.34;0;3427
60.0;69.0;71.0;611;462;149;75.61;72.0557;471;362;109;76.86;72.8408;2;72.68;0;2692
60.0;69.0;72.0;586;445;141;75.94;72.3158;449;346;103;77.06;72.9513;2;72.78;0;2080
60.0;69.0;73.0;560;423;137;75.54;71.8092;429;329;100;76.69;72.4629;2;71.51;0;3139
60.0;69.0;74.0;534;406;128;76.03;72.2313;410;315;95;76.83;72.5075;2;71.69;0;2283
60.0;69.0;75.0;511;388;123;75.93;72.0381;392;300;92;76.53;72.0901;2;70.7;0;2739
60.0;69.0;76.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2513
60.0;69.0;77.0;442;339;103;76.7;72.5358;344;264;80;76.74;71.9993;2;71.64;0;1754
60.0;69.0;78.0;418;320;98;76.56;72.2631;330;255;75;77.27;72.4525;2;70.4;0;2225
60.0;69.0;79.0;383;293;90;76.5;72.0048;303;234;69;77.23;72.1821;2;70.34;0;2864
60.0;69.0;80.0;349;270;79;77.36;72.6893;277;214;63;77.26;71.9668;2;72.12;0;1664
60.0;69.0;81.0;313;243;70;77.64;72.7003;254;198;56;77.95;72.4589;2;73.4;0;1578
60.0;69.0;82.0;291;224;67;76.98;71.8062;239;184;55;76.99;71.2493;2;73.56;0;3155
60.0;69.0;83.0;251;192;59;76.49;70.8731;209;161;48;77.03;70.8737;2;73.53;0;5489
60.0;69.0;84.0;219;165;54;75.34;69.2296;186;141;45;75.81;69.1698;2;71.19;0;9516
60.0;69.0;85.0;192;145;47;75.52;68.9775;166;127;39;76.51;69.5022;2;70.37;0;9871
60.0;69.0;86.0;175;132;43;75.43;68.5491;154;117;37;75.97;68.6467;2;68.09;1;10447
60.0;69.0;87.0;154;116;38;75.32;67.9543;137;103;34;75.18;67.3287;2;65.85;1;11254
60.0;69.0;88.0;136;103;33;75.74;67.8881;124;93;31;75.0;66.7051;2;65.71;1;11416
60.0;69.0;89.0;119;90;29;75.63;67.1945;109;81;28;74.31;65.3804;2;64.52;1;12465
60.0;69.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;14845
60.0;70.0;60.0;637;476;161;74.73;71.209;491;374;117;76.17;72.2086;2;71.58;0;4458
60.0;70.0;61.0;637;476;161;74.73;71.209;491;374;117;76.17;72.2086;2;71.58;0;4459
60.0;70.0;62.0;637;476;161;74.73;71.209;491;374;117;76.17;72.2086;2;71.58;0;4460
60.0;70.0;63.0;636;476;160;74.84;71.3281;490;374;116;76.33;72.367;2;71.58;0;4194
60.0;70.0;64.0;636;476;160;74.84;71.3281;490;374;116;76.33;72.367;2;71.58;0;4195
60.0;70.0;65.0;635;476;159;74.96;71.4476;489;374;115;76.48;72.5261;2;71.58;0;4045
60.0;70.0;66.0;634;476;158;75.08;71.5675;488;374;114;76.64;72.686;2;71.96;0;3753
60.0;70.0;67.0;634;476;158;75.08;71.5675;488;374;114;76.64;72.686;2;71.96;0;3754
60.0;70.0;68.0;634;476;158;75.08;71.5675;488;374;114;76.64;72.686;2;71.96;0;3755
60.0;70.0;69.0;634;476;158;75.08;71.5675;488;374;114;76.64;72.686;2;71.96;0;3756
60.0;70.0;70.0;633;476;157;75.2;71.6878;488;374;114;76.64;72.686;2;72.34;0;3428
60.0;70.0;71.0;611;462;149;75.61;72.0557;471;362;109;76.86;72.8408;2;72.68;0;2693
60.0;70.0;72.0;586;445;141;75.94;72.3158;449;346;103;77.06;72.9513;2;72.78;0;2081
60.0;70.0;73.0;560;423;137;75.54;71.8092;429;329;100;76.69;72.4629;2;71.51;0;3140
60.0;70.0;74.0;534;406;128;76.03;72.2313;410;315;95;76.83;72.5075;2;71.69;0;2284
60.0;70.0;75.0;511;388;123;75.93;72.0381;392;300;92;76.53;72.0901;2;70.7;0;2740
60.0;70.0;76.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2514
60.0;70.0;77.0;442;339;103;76.7;72.5358;344;264;80;76.74;71.9993;2;71.64;0;1755
60.0;70.0;78.0;418;320;98;76.56;72.2631;330;255;75;77.27;72.4525;2;70.4;0;2226
60.0;70.0;79.0;383;293;90;76.5;72.0048;303;234;69;77.23;72.1821;2;70.34;0;2865
60.0;70.0;80.0;349;270;79;77.36;72.6893;277;214;63;77.26;71.9668;2;72.12;0;1665
60.0;70.0;81.0;313;243;70;77.64;72.7003;254;198;56;77.95;72.4589;2;73.4;0;1579
60.0;70.0;82.0;291;224;67;76.98;71.8062;239;184;55;76.99;71.2493;2;73.56;0;3156
60.0;70.0;83.0;251;192;59;76.49;70.8731;209;161;48;77.03;70.8737;2;73.53;0;5490
60.0;70.0;84.0;219;165;54;75.34;69.2296;186;141;45;75.81;69.1698;2;71.19;0;9517
60.0;70.0;85.0;192;145;47;75.52;68.9775;166;127;39;76.51;69.5022;2;70.37;0;9872
60.0;70.0;86.0;175;132;43;75.43;68.5491;154;117;37;75.97;68.6467;2;68.09;1;10448
60.0;70.0;87.0;154;116;38;75.32;67.9543;137;103;34;75.18;67.3287;2;65.85;1;11255
60.0;70.0;88.0;136;103;33;75.74;67.8881;124;93;31;75.0;66.7051;2;65.71;1;11417
60.0;70.0;89.0;119;90;29;75.63;67.1945;109;81;28;74.31;65.3804;2;64.52;1;12466
60.0;70.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;14846
60.0;71.0;60.0;613;461;152;75.2;71.6355;472;361;111;76.48;72.4526;2;71.74;0;3553
60.0;71.0;61.0;613;461;152;75.2;71.6355;472;361;111;76.48;72.4526;2;71.74;0;3554
60.0;71.0;62.0;613;461;152;75.2;71.6355;472;361;111;76.48;72.4526;2;71.74;0;3555
60.0;71.0;63.0;612;461;151;75.33;71.7602;471;361;110;76.65;72.6183;2;71.74;0;3315
60.0;71.0;64.0;612;461;151;75.33;71.7602;471;361;110;76.65;72.6183;2;71.74;0;3316
60.0;71.0;65.0;612;461;151;75.33;71.7602;471;361;110;76.65;72.6183;2;71.74;0;3317
60.0;71.0;66.0;611;461;150;75.45;71.8854;470;361;109;76.81;72.7847;2;72.13;0;3036
60.0;71.0;67.0;611;461;150;75.45;71.8854;470;361;109;76.81;72.7847;2;72.13;0;3037
60.0;71.0;68.0;611;461;150;75.45;71.8854;470;361;109;76.81;72.7847;2;72.13;0;3038
60.0;71.0;69.0;611;461;150;75.45;71.8854;470;361;109;76.81;72.7847;2;72.13;0;3039
60.0;71.0;70.0;610;461;149;75.57;72.011;470;361;109;76.81;72.7847;2;72.53;0;2827
60.0;71.0;71.0;610;461;149;75.57;72.011;470;361;109;76.81;72.7847;2;72.53;0;2828
60.0;71.0;72.0;585;444;141;75.9;72.2697;448;345;103;77.01;72.8927;2;72.63;0;2189
60.0;71.0;73.0;560;423;137;75.54;71.8092;429;329;100;76.69;72.4629;2;71.51;0;3141
60.0;71.0;74.0;534;406;128;76.03;72.2313;410;315;95;76.83;72.5075;2;71.69;0;2285
60.0;71.0;75.0;511;388;123;75.93;72.0381;392;300;92;76.53;72.0901;2;70.7;0;2741
60.0;71.0;76.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2515
60.0;71.0;77.0;442;339;103;76.7;72.5358;344;264;80;76.74;71.9993;2;71.64;0;1756
60.0;71.0;78.0;418;320;98;76.56;72.2631;330;255;75;77.27;72.4525;2;70.4;0;2227
60.0;71.0;79.0;383;293;90;76.5;72.0048;303;234;69;77.23;72.1821;2;70.34;0;2866
60.0;71.0;80.0;349;270;79;77.36;72.6893;277;214;63;77.26;71.9668;2;72.12;0;1666
60.0;71.0;81.0;313;243;70;77.64;72.7003;254;198;56;77.95;72.4589;2;73.4;0;1580
60.0;71.0;82.0;291;224;67;76.98;71.8062;239;184;55;76.99;71.2493;2;73.56;0;3157
60.0;71.0;83.0;251;192;59;76.49;70.8731;209;161;48;77.03;70.8737;2;73.53;0;5491
60.0;71.0;84.0;219;165;54;75.34;69.2296;186;141;45;75.81;69.1698;2;71.19;0;9518
60.0;71.0;85.0;192;145;47;75.52;68.9775;166;127;39;76.51;69.5022;2;70.37;0;9873
60.0;71.0;86.0;175;132;43;75.43;68.5491;154;117;37;75.97;68.6467;2;68.09;1;10449
60.0;71.0;87.0;154;116;38;75.32;67.9543;137;103;34;75.18;67.3287;2;65.85;1;11256
60.0;71.0;88.0;136;103;33;75.74;67.8881;124;93;31;75.0;66.7051;2;65.71;1;11418
60.0;71.0;89.0;119;90;29;75.63;67.1945;109;81;28;74.31;65.3804;2;64.52;1;12467
60.0;71.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;14847
60.0;72.0;60.0;586;443;143;75.6;71.9603;449;345;104;76.84;72.7174;2;71.67;0;2952
60.0;72.0;61.0;586;443;143;75.6;71.9603;449;345;104;76.84;72.7174;2;71.67;0;2953
60.0;72.0;62.0;586;443;143;75.6;71.9603;449;345;104;76.84;72.7174;2;71.67;0;2954
60.0;72.0;63.0;586;443;143;75.6;71.9603;449;345;104;76.84;72.7174;2;71.67;0;2955
60.0;72.0;64.0;586;443;143;75.6;71.9603;449;345;104;76.84;72.7174;2;71.67;0;2956
60.0;72.0;65.0;586;443;143;75.6;71.9603;449;345;104;76.84;72.7174;2;71.67;0;2957
60.0;72.0;66.0;585;443;142;75.73;72.0916;448;345;103;77.01;72.8927;2;72.07;0;2563
60.0;72.0;67.0;585;443;142;75.73;72.0916;448;345;103;77.01;72.8927;2;72.07;0;2564
60.0;72.0;68.0;585;443;142;75.73;72.0916;448;345;103;77.01;72.8927;2;72.07;0;2565
60.0;72.0;69.0;585;443;142;75.73;72.0916;448;345;103;77.01;72.8927;2;72.07;0;2566
60.0;72.0;70.0;584;443;141;75.86;72.2235;448;345;103;77.01;72.8927;2;72.47;0;2290
60.0;72.0;71.0;584;443;141;75.86;72.2235;448;345;103;77.01;72.8927;2;72.47;0;2291
60.0;72.0;72.0;584;443;141;75.86;72.2235;448;345;103;77.01;72.8927;2;72.47;0;2292
60.0;72.0;73.0;560;423;137;75.54;71.8092;429;329;100;76.69;72.4629;2;71.51;0;3142
60.0;72.0;74.0;534;406;128;76.03;72.2313;410;315;95;76.83;72.5075;2;71.69;0;2286
60.0;72.0;75.0;511;388;123;75.93;72.0381;392;300;92;76.53;72.0901;2;70.7;0;2742
60.0;72.0;76.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2516
60.0;72.0;77.0;442;339;103;76.7;72.5358;344;264;80;76.74;71.9993;2;71.64;0;1757
60.0;72.0;78.0;418;320;98;76.56;72.2631;330;255;75;77.27;72.4525;2;70.4;0;2228
60.0;72.0;79.0;383;293;90;76.5;72.0048;303;234;69;77.23;72.1821;2;70.34;0;2867
60.0;72.0;80.0;349;270;79;77.36;72.6893;277;214;63;77.26;71.9668;2;72.12;0;1667
60.0;72.0;81.0;313;243;70;77.64;72.7003;254;198;56;77.95;72.4589;2;73.4;0;1581
60.0;72.0;82.0;291;224;67;76.98;71.8062;239;184;55;76.99;71.2493;2;73.56;0;3158
60.0;72.0;83.0;251;192;59;76.49;70.8731;209;161;48;77.03;70.8737;2;73.53;0;5492
60.0;72.0;84.0;219;165;54;75.34;69.2296;186;141;45;75.81;69.1698;2;71.19;0;9519
60.0;72.0;85.0;192;145;47;75.52;68.9775;166;127;39;76.51;69.5022;2;70.37;0;9874
60.0;72.0;86.0;175;132;43;75.43;68.5491;154;117;37;75.97;68.6467;2;68.09;1;10450
60.0;72.0;87.0;154;116;38;75.32;67.9543;137;103;34;75.18;67.3287;2;65.85;1;11257
60.0;72.0;88.0;136;103;33;75.74;67.8881;124;93;31;75.0;66.7051;2;65.71;1;11419
60.0;72.0;89.0;119;90;29;75.63;67.1945;109;81;28;74.31;65.3804;2;64.52;1;12468
60.0;72.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;14848
60.0;73.0;60.0;562;423;139;75.27;71.5361;430;329;101;76.51;72.2808;2;70.52;0;3836
60.0;73.0;61.0;562;423;139;75.27;71.5361;430;329;101;76.51;72.2808;2;70.52;0;3837
60.0;73.0;62.0;562;423;139;75.27;71.5361;430;329;101;76.51;72.2808;2;70.52;0;3838
60.0;73.0;63.0;562;423;139;75.27;71.5361;430;329;101;76.51;72.2808;2;70.52;0;3839
60.0;73.0;64.0;562;423;139;75.27;71.5361;430;329;101;76.51;72.2808;2;70.52;0;3840
60.0;73.0;65.0;562;423;139;75.27;71.5361;430;329;101;76.51;72.2808;2;70.52;0;3841
60.0;73.0;66.0;561;423;138;75.4;71.6724;429;329;100;76.69;72.4629;2;70.93;0;3480
60.0;73.0;67.0;561;423;138;75.4;71.6724;429;329;100;76.69;72.4629;2;70.93;0;3481
60.0;73.0;68.0;561;423;138;75.4;71.6724;429;329;100;76.69;72.4629;2;70.93;0;3482
60.0;73.0;69.0;561;423;138;75.4;71.6724;429;329;100;76.69;72.4629;2;70.93;0;3483
60.0;73.0;70.0;560;423;137;75.54;71.8092;429;329;100;76.69;72.4629;2;71.35;0;3143
60.0;73.0;71.0;560;423;137;75.54;71.8092;429;329;100;76.69;72.4629;2;71.35;0;3144
60.0;73.0;72.0;560;423;137;75.54;71.8092;429;329;100;76.69;72.4629;2;71.35;0;3145
60.0;73.0;73.0;559;422;137;75.49;71.7601;428;328;100;76.64;72.4005;2;71.35;0;3318
60.0;73.0;74.0;533;405;128;75.98;72.1807;409;314;95;76.77;72.4424;2;71.52;0;2417
60.0;73.0;75.0;511;388;123;75.93;72.0381;392;300;92;76.53;72.0901;2;70.7;0;2743
60.0;73.0;76.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2517
60.0;73.0;77.0;442;339;103;76.7;72.5358;344;264;80;76.74;71.9993;2;71.64;0;1758
60.0;73.0;78.0;418;320;98;76.56;72.2631;330;255;75;77.27;72.4525;2;70.4;0;2229
60.0;73.0;79.0;383;293;90;76.5;72.0048;303;234;69;77.23;72.1821;2;70.34;0;2868
60.0;73.0;80.0;349;270;79;77.36;72.6893;277;214;63;77.26;71.9668;2;72.12;0;1668
60.0;73.0;81.0;313;243;70;77.64;72.7003;254;198;56;77.95;72.4589;2;73.4;0;1582
60.0;73.0;82.0;291;224;67;76.98;71.8062;239;184;55;76.99;71.2493;2;73.56;0;3159
60.0;73.0;83.0;251;192;59;76.49;70.8731;209;161;48;77.03;70.8737;2;73.53;0;5493
60.0;73.0;84.0;219;165;54;75.34;69.2296;186;141;45;75.81;69.1698;2;71.19;0;9520
60.0;73.0;85.0;192;145;47;75.52;68.9775;166;127;39;76.51;69.5022;2;70.37;0;9875
60.0;73.0;86.0;175;132;43;75.43;68.5491;154;117;37;75.97;68.6467;2;68.09;1;10451
60.0;73.0;87.0;154;116;38;75.32;67.9543;137;103;34;75.18;67.3287;2;65.85;1;11258
60.0;73.0;88.0;136;103;33;75.74;67.8881;124;93;31;75.0;66.7051;2;65.71;1;11420
60.0;73.0;89.0;119;90;29;75.63;67.1945;109;81;28;74.31;65.3804;2;64.52;1;12469
60.0;73.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;14849
60.0;74.0;60.0;535;406;129;75.89;72.0867;410;315;95;76.83;72.5075;2;71.08;0;2573
60.0;74.0;61.0;535;406;129;75.89;72.0867;410;315;95;76.83;72.5075;2;71.08;0;2574
60.0;74.0;62.0;535;406;129;75.89;72.0867;410;315;95;76.83;72.5075;2;71.08;0;2575
60.0;74.0;63.0;535;406;129;75.89;72.0867;410;315;95;76.83;72.5075;2;71.08;0;2576
60.0;74.0;64.0;535;406;129;75.89;72.0867;410;315;95;76.83;72.5075;2;71.08;0;2577
60.0;74.0;65.0;535;406;129;75.89;72.0867;410;315;95;76.83;72.5075;2;71.08;0;2578
60.0;74.0;66.0;535;406;129;75.89;72.0867;410;315;95;76.83;72.5075;2;71.08;0;2579
60.0;74.0;67.0;535;406;129;75.89;72.0867;410;315;95;76.83;72.5075;2;71.08;0;2580
60.0;74.0;68.0;535;406;129;75.89;72.0867;410;315;95;76.83;72.5075;2;71.08;0;2581
60.0;74.0;69.0;535;406;129;75.89;72.0867;410;315;95;76.83;72.5075;2;71.08;0;2582
60.0;74.0;70.0;534;406;128;76.03;72.2313;410;315;95;76.83;72.5075;2;71.52;0;2287
60.0;74.0;71.0;534;406;128;76.03;72.2313;410;315;95;76.83;72.5075;2;71.52;0;2288
60.0;74.0;72.0;534;406;128;76.03;72.2313;410;315;95;76.83;72.5075;2;71.52;0;2289
60.0;74.0;73.0;533;405;128;75.98;72.1807;409;314;95;76.77;72.4424;2;71.52;0;2418
60.0;74.0;74.0;533;405;128;75.98;72.1807;409;314;95;76.77;72.4424;2;71.52;0;2419
60.0;74.0;75.0;511;388;123;75.93;72.0381;392;300;92;76.53;72.0901;2;70.7;0;2744
60.0;74.0;76.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2518
60.0;74.0;77.0;442;339;103;76.7;72.5358;344;264;80;76.74;71.9993;2;71.64;0;1759
60.0;74.0;78.0;418;320;98;76.56;72.2631;330;255;75;77.27;72.4525;2;70.4;0;2230
60.0;74.0;79.0;383;293;90;76.5;72.0048;303;234;69;77.23;72.1821;2;70.34;0;2869
60.0;74.0;80.0;349;270;79;77.36;72.6893;277;214;63;77.26;71.9668;2;72.12;0;1669
60.0;74.0;81.0;313;243;70;77.64;72.7003;254;198;56;77.95;72.4589;2;73.4;0;1583
60.0;74.0;82.0;291;224;67;76.98;71.8062;239;184;55;76.99;71.2493;2;73.56;0;3160
60.0;74.0;83.0;251;192;59;76.49;70.8731;209;161;48;77.03;70.8737;2;73.53;0;5494
60.0;74.0;84.0;219;165;54;75.34;69.2296;186;141;45;75.81;69.1698;2;71.19;0;9521
60.0;74.0;85.0;192;145;47;75.52;68.9775;166;127;39;76.51;69.5022;2;70.37;0;9876
60.0;74.0;86.0;175;132;43;75.43;68.5491;154;117;37;75.97;68.6467;2;68.09;1;10452
60.0;74.0;87.0;154;116;38;75.32;67.9543;137;103;34;75.18;67.3287;2;65.85;1;11259
60.0;74.0;88.0;136;103;33;75.74;67.8881;124;93;31;75.0;66.7051;2;65.71;1;11421
60.0;74.0;89.0;119;90;29;75.63;67.1945;109;81;28;74.31;65.3804;2;64.52;1;12470
60.0;74.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;14850
60.0;75.0;60.0;513;389;124;75.83;71.9405;393;301;92;76.59;72.1589;2;70.25;0;2980
60.0;75.0;61.0;513;389;124;75.83;71.9405;393;301;92;76.59;72.1589;2;70.25;0;2981
60.0;75.0;62.0;513;389;124;75.83;71.9405;393;301;92;76.59;72.1589;2;70.25;0;2982
60.0;75.0;63.0;513;389;124;75.83;71.9405;393;301;92;76.59;72.1589;2;70.25;0;2983
60.0;75.0;64.0;513;389;124;75.83;71.9405;393;301;92;76.59;72.1589;2;70.25;0;2984
60.0;75.0;65.0;513;389;124;75.83;71.9405;393;301;92;76.59;72.1589;2;70.25;0;2985
60.0;75.0;66.0;513;389;124;75.83;71.9405;393;301;92;76.59;72.1589;2;70.25;0;2986
60.0;75.0;67.0;513;389;124;75.83;71.9405;393;301;92;76.59;72.1589;2;70.25;0;2987
60.0;75.0;68.0;513;389;124;75.83;71.9405;393;301;92;76.59;72.1589;2;70.25;0;2988
60.0;75.0;69.0;513;389;124;75.83;71.9405;393;301;92;76.59;72.1589;2;70.25;0;2989
60.0;75.0;70.0;512;389;123;75.98;72.0912;393;301;92;76.59;72.1589;2;70.7;0;2567
60.0;75.0;71.0;512;389;123;75.98;72.0912;393;301;92;76.59;72.1589;2;70.7;0;2568
60.0;75.0;72.0;512;389;123;75.98;72.0912;393;301;92;76.59;72.1589;2;70.7;0;2569
60.0;75.0;73.0;511;388;123;75.93;72.0381;392;300;92;76.53;72.0901;2;70.7;0;2745
60.0;75.0;74.0;511;388;123;75.93;72.0381;392;300;92;76.53;72.0901;2;70.7;0;2746
60.0;75.0;75.0;511;388;123;75.93;72.0381;392;300;92;76.53;72.0901;2;70.7;0;2747
60.0;75.0;76.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2519
60.0;75.0;77.0;442;339;103;76.7;72.5358;344;264;80;76.74;71.9993;2;71.64;0;1760
60.0;75.0;78.0;418;320;98;76.56;72.2631;330;255;75;77.27;72.4525;2;70.4;0;2231
60.0;75.0;79.0;383;293;90;76.5;72.0048;303;234;69;77.23;72.1821;2;70.34;0;2870
60.0;75.0;80.0;349;270;79;77.36;72.6893;277;214;63;77.26;71.9668;2;72.12;0;1670
60.0;75.0;81.0;313;243;70;77.64;72.7003;254;198;56;77.95;72.4589;2;73.4;0;1584
60.0;75.0;82.0;291;224;67;76.98;71.8062;239;184;55;76.99;71.2493;2;73.56;0;3161
60.0;75.0;83.0;251;192;59;76.49;70.8731;209;161;48;77.03;70.8737;2;73.53;0;5495
60.0;75.0;84.0;219;165;54;75.34;69.2296;186;141;45;75.81;69.1698;2;71.19;0;9522
60.0;75.0;85.0;192;145;47;75.52;68.9775;166;127;39;76.51;69.5022;2;70.37;0;9877
60.0;75.0;86.0;175;132;43;75.43;68.5491;154;117;37;75.97;68.6467;2;68.09;1;10453
60.0;75.0;87.0;154;116;38;75.32;67.9543;137;103;34;75.18;67.3287;2;65.85;1;11260
60.0;75.0;88.0;136;103;33;75.74;67.8881;124;93;31;75.0;66.7051;2;65.71;1;11422
60.0;75.0;89.0;119;90;29;75.63;67.1945;109;81;28;74.31;65.3804;2;64.52;1;12471
60.0;75.0;90.0;96;72;24;75.0;65.49;88;65;23;73.86;63.824;2;62.96;1;14851
60.0;76.0;60.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2381
60.0;76.0;61.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2382
60.0;76.0;62.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2383
60.0;76.0;63.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2384
60.0;76.0;64.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2385
60.0;76.0;65.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2386
60.0;76.0;66.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2387
60.0;76.0;67.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2388
60.0;76.0;68.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2389
60.0;76.0;69.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2390
60.0;76.0;70.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2391
60.0;76.0;71.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2392
60.0;76.0;72.0;479;365;114;76.2;72.1877;372;285;87;76.61;72.0528;2;71.03;0;2393
60.0;76.0;73.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2520
60.0;76.0;74.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2521
60.0;76.0;75.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2522
60.0;76.0;76.0;478;364;114;76.15;72.1312;371;284;87;76.55;71.9799;2;71.03;0;2523
60.0;76.0;77.0;442;339;103;76.7;72.5358;344;264;80;76.74;71.9993;2;71.64;0;1761
60.0;76.0;78.0;418;320;98;76.56;72.2631;330;255;75;77.27;72.4525;2;70.4;0;2232
60.0;76.0;79.0;383;293;90;76.5;72.0048;303;234;69;77.23;72.1821;2;70.34;0;2871
60.0;76.0;80.0;349;270;79;77.36;72.6893;277;214;63;77.26;71.9668;2;72.12;0;1671
60.0;76.0;81.0;313;243;70;77.64;72.7003;254;198;56;77.95;72.4589;2;73.4;0;1585
60.0;76.0;82.0;291;224;67;76.98;71.8062;239;184;55;76.99;71.2493;2;73.56;0;3162
60.0;76.0;83.0;251;192;59;76.49;70.8731;209;161;48;77.03;70.8737;2;73.53;0;5496
60.0;76.0;84.0;219;165;54;75.34;69.2296;186;141;45;75.81;69.1698;2;71.19;0;9523
60.0;76.0;85.0;192;145;47;75.52;68.9775;166;127;39;76.51;69.5022;2;70.37;0;9878
